patient_id,dataset,is_lesion,fg_voxels,fg_pct,bbox_size,dist_to_center
Unknown,Unknown,True,2096,0.0499725341796875,0,32.41048967814786
Unknown,Unknown,True,70889,1.6901254653930664,0,45.805263761102616
Unknown,Unknown,True,342,0.008153915405273438,0,122.28002211719861
Unknown,Unknown,True,4511,0.10755062103271484,0,39.975508907842936
Unknown,Unknown,True,61,0.0014543533325195312,0,162.0948084513138
Unknown,Unknown,True,91079,2.171492576599121,0,45.05734976705687
Unknown,Unknown,True,1875,0.04470348358154297,0,81.28727166104058
Unknown,Unknown,True,11684,0.2785682678222656,0,12.792846406756048
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,45385,1.0820627212524414,0,13.499395384377326
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,5031,0.1199483871459961,0,13.36061349367717
Unknown,Unknown,True,2972,0.07085800170898438,0,28.439103182423302
Unknown,Unknown,True,19215,0.45812129974365234,0,60.59264548839866
Unknown,Unknown,False,0,0.0,0,
